Date,Open,High,Low,Close,Adj Close,Volume
2017-11-29,242.32000699999998,243.88000499999998,229.00999500000003,235.49000499999997,235.49000499999997,3531600
2017-11-30,237.38000499999998,239.190002,235.190002,238.580002,238.580002,3127900
2017-12-01,233.649994,238.63999900000002,232.50999500000003,235.07000699999998,235.07000699999998,2386700
2017-12-04,237.710007,237.91000400000001,226.350006,229.66000400000001,229.66000400000001,3327000
2017-12-05,226.0,234.100006,225.5,231.75,231.75,2874900
2017-12-06,228.350006,231.88999900000002,227.22000099999997,231.149994,231.149994,2112500
2017-12-07,231.16000400000001,235.66000400000001,231.00999500000003,233.00999500000003,233.00999500000003,1791500
2017-12-08,236.91000400000001,237.74000499999997,234.42999300000002,234.58999599999999,234.58999599999999,2151500
2017-12-11,235.5,236.63000499999998,233.169998,233.539993,233.539993,1996900
2017-12-12,231.50999500000003,232.94999700000002,229.919998,232.729996,232.729996,1911700
2017-12-13,234.88000499999998,237.169998,231.850006,233.24000499999997,233.24000499999997,2219200
2017-12-14,233.059998,233.149994,227.809998,231.82000699999998,231.82000699999998,2860100
2017-12-15,233.0,233.479996,229.309998,233.479996,233.479996,5249200
2017-12-18,235.82000699999998,241.49000499999997,234.899994,240.92999300000002,240.92999300000002,2073300
2017-12-19,241.58999599999999,242.0,235.13000499999998,235.61999500000002,235.61999500000002,2724600
2017-12-20,236.039993,236.94999700000002,231.289993,233.36999500000002,233.36999500000002,1749100
2017-12-21,234.479996,240.830002,234.00999500000003,239.49000499999997,239.49000499999997,2108600
2017-12-22,237.75999500000003,241.789993,237.44999700000002,239.05000299999998,239.05000299999998,1309500
2017-12-26,237.210007,238.770004,235.38000499999998,237.830002,237.830002,1290500
2017-12-27,237.5,239.13999900000002,235.61000099999998,237.710007,237.710007,930300
2017-12-28,238.57000699999998,239.0,234.399994,234.74000499999997,234.74000499999997,1006500
2017-12-29,234.830002,236.13000499999998,232.5,234.210007,234.210007,1136400
2018-01-02,236.49000499999997,242.82000699999998,235.25999500000003,242.399994,242.399994,2690400
2018-01-03,244.86000099999998,246.25999500000003,240.08999599999999,245.55000299999998,245.55000299999998,1906200
2018-01-04,249.0,249.19999700000002,244.27999900000003,245.729996,245.729996,1575700
2018-01-05,246.83999599999999,248.0,242.600006,245.13999900000002,245.13999900000002,2604000
2018-01-08,247.13999900000002,253.86000099999998,246.75,250.82000699999998,250.82000699999998,2416900
2018-01-09,253.539993,254.99000499999997,248.05000299999998,254.729996,254.729996,2619600
2018-01-10,251.49000499999997,253.74000499999997,247.899994,248.94999700000002,248.94999700000002,2185600
2018-01-11,250.399994,251.49000499999997,246.88999900000002,250.22000099999997,250.22000099999997,1732700
2018-01-12,252.49000499999997,256.980011,250.86999500000002,253.039993,253.039993,3040800
2018-01-16,259.690002,265.769989,256.77999900000003,257.77999900000003,257.77999900000003,4102700
2018-01-17,260.75,260.890015,253.080002,255.49000499999997,255.49000499999997,2217700
2018-01-18,255.49000499999997,256.149994,252.55000299999998,254.960007,254.960007,2041900
2018-01-19,255.86999500000002,258.329987,254.36000099999998,255.979996,255.979996,1846200
2018-01-22,255.99000499999997,256.420013,249.5,254.33999599999999,254.33999599999999,2301700
2018-01-23,252.88999900000002,257.540009,251.25999500000003,257.350006,257.350006,2244400
2018-01-24,258.579987,263.410004,252.100006,257.959991,257.959991,2865400
2018-01-25,259.829987,260.0,253.02999900000003,254.13999900000002,254.13999900000002,2192100
2018-01-26,255.75999500000003,260.429993,253.80000299999998,260.25,260.25,2396400
2018-01-29,256.660004,256.980011,252.80000299999998,253.729996,253.729996,3344800
2018-01-30,247.86999500000002,249.350006,241.19999700000002,244.07000699999998,244.07000699999998,4629800
2018-01-31,247.479996,248.17999300000002,242.399994,246.919998,246.919998,3644000
2018-02-01,243.330002,248.229996,239.36999500000002,240.52999900000003,240.52999900000003,2771200
2018-02-02,237.49000499999997,238.5,232.42999300000002,233.169998,233.169998,3330600
2018-02-05,229.419998,235.690002,224.580002,225.32000699999998,225.32000699999998,3956600
2018-02-06,218.0,230.0,216.0,228.770004,228.770004,5054200
2018-02-07,228.25999500000003,229.66000400000001,222.5,222.5,222.5,2418300
2018-02-08,223.00999500000003,225.710007,211.69999700000002,212.07000699999998,212.07000699999998,4157900
2018-02-09,213.460007,218.41000400000001,207.740005,215.669998,215.669998,4769400
2018-02-12,219.99000499999997,223.24000499999997,218.539993,221.63999900000002,221.63999900000002,3085800
2018-02-13,223.41000400000001,227.69999700000002,221.80000299999998,225.600006,225.600006,4713900
2018-02-14,236.039993,239.88000499999998,232.690002,235.88999900000002,235.88999900000002,7950200
2018-02-15,240.99000499999997,248.289993,237.13000499999998,248.19999700000002,248.19999700000002,5593200
2018-02-16,248.0,248.74000499999997,242.899994,244.72000099999997,244.72000099999997,2198700
2018-02-20,243.07000699999998,248.00999500000003,242.13999900000002,245.42999300000002,245.42999300000002,2223800
2018-02-21,247.72000099999997,252.94999700000002,246.75,246.919998,246.919998,2419200
2018-02-22,248.08999599999999,249.42999300000002,244.36000099999998,249.350006,249.350006,2355400
2018-02-23,250.0,252.0,246.88999900000002,250.74000499999997,250.74000499999997,1791200
2018-02-26,251.33999599999999,256.290009,250.86000099999998,256.25,256.25,2596500
2018-02-27,253.5,257.559998,250.210007,250.460007,250.460007,2696900
2018-02-28,254.0,255.0,250.57000699999998,252.33999599999999,252.33999599999999,2672700
2018-03-01,251.63000499999998,256.200012,245.67999300000002,249.75,249.75,3005200
2018-03-02,242.32000699999998,251.580002,240.66000400000001,250.600006,250.600006,2433500
2018-03-05,248.08999599999999,256.329987,246.210007,254.88999900000002,254.88999900000002,2272000
2018-03-06,257.98999,260.0,255.729996,258.730011,258.730011,2600600
2018-03-07,255.92999300000002,258.320007,254.16000400000001,257.26001,257.26001,1662100
2018-03-08,257.540009,258.549988,254.86000099999998,257.140015,257.140015,2285400
2018-03-09,259.25,267.600006,257.859985,263.559998,263.559998,3757800
2018-03-12,264.920013,270.579987,263.23999,265.670013,265.670013,2576300
2018-03-13,268.0,268.0,257.339996,258.350006,258.350006,2566700
2018-03-14,259.730011,262.75,256.730011,259.350006,259.350006,2346000
2018-03-15,263.01001,264.75,260.48999,262.709991,262.709991,2506800
2018-03-16,259.609985,263.700012,257.209991,262.390015,262.390015,4646100
2018-03-19,261.47000099999997,261.76001,250.350006,252.830002,252.830002,3095100
2018-03-20,253.75,256.73999,252.11000099999998,254.460007,254.460007,2361500
2018-03-21,254.25999500000003,254.25999500000003,249.02999900000003,250.05000299999998,250.05000299999998,2643200
2018-03-22,245.0,245.169998,233.72000099999997,236.11000099999998,236.11000099999998,5101300
2018-03-23,236.520004,238.82000699999998,229.33999599999999,230.080002,230.080002,3980300
2018-03-26,236.61000099999998,237.770004,229.38000499999998,235.940002,235.940002,3331000
2018-03-27,239.38000499999998,241.210007,228.69999700000002,230.960007,230.960007,3135800
2018-03-28,228.80000299999998,229.899994,220.19999700000002,223.100006,223.100006,4251400
2018-03-29,225.0,226.479996,220.16000400000001,223.190002,223.190002,3787400
2018-04-02,220.83999599999999,223.86999500000002,216.11000099999998,220.059998,220.059998,2693400
2018-04-03,223.52999900000003,224.770004,216.690002,220.020004,220.020004,2347800
2018-04-04,213.80000299999998,225.94999700000002,213.559998,224.30000299999998,224.30000299999998,4102900
2018-04-05,226.00999500000003,228.5,224.36999500000002,225.57000699999998,225.57000699999998,2103800
2018-04-06,221.30000299999998,225.289993,218.13000499999998,219.82000699999998,219.82000699999998,1741700
2018-04-09,224.69999700000002,227.75,221.919998,224.330002,224.330002,2280100
2018-04-10,231.32000699999998,233.55000299999998,228.419998,231.5,231.5,2622200
2018-04-11,230.0,233.5,228.88000499999998,229.649994,229.649994,1383000
2018-04-12,230.75,232.24000499999997,229.02999900000003,231.33999599999999,231.33999599999999,1217400
2018-04-13,231.88000499999998,233.0,225.770004,228.169998,228.169998,1647000
2018-04-16,228.44999700000002,231.07000699999998,226.52999900000003,229.899994,229.899994,1913800
2018-04-17,230.270004,237.0,228.63000499999998,235.669998,235.669998,2282100
2018-04-18,237.38000499999998,239.91000400000001,236.5,237.75,237.75,2039200
2018-04-19,238.42999300000002,240.399994,235.25999500000003,237.11000099999998,237.11000099999998,1737900
2018-04-20,234.919998,235.690002,230.210007,232.5,232.5,2280200
2018-04-23,232.520004,235.05000299999998,230.13999900000002,231.419998,231.419998,1534400
2018-04-24,233.82000699999998,238.36000099999998,228.5,231.41000400000001,231.41000400000001,2220100
2018-04-25,229.19999700000002,231.460007,222.5,231.41000400000001,231.41000400000001,2256400
2018-04-26,232.830002,239.399994,232.600006,238.690002,238.690002,3899600
2018-04-27,253.94999700000002,257.299988,245.63000499999998,251.92999300000002,251.92999300000002,8015600
2018-04-30,253.690002,255.0,244.399994,250.899994,250.899994,4269500
2018-05-01,247.24000499999997,254.080002,246.00999500000003,252.13000499999998,252.13000499999998,2471100
2018-05-02,250.919998,252.74000499999997,246.80000299999998,249.80000299999998,249.80000299999998,3058000
2018-05-03,249.0,254.539993,245.74000499999997,252.460007,252.460007,2728200
2018-05-04,250.850006,254.74000499999997,249.289993,251.729996,251.729996,2697100
2018-05-07,251.52999900000003,257.0,250.25,253.899994,253.899994,3049400
2018-05-08,255.0,263.98999,253.399994,263.089996,263.089996,3601500
2018-05-09,263.100006,264.429993,259.709991,261.290009,261.290009,2302700
2018-05-10,262.179993,269.399994,260.700012,268.679993,268.679993,3070500
2018-05-11,270.920013,271.48999,266.369995,269.910004,269.910004,2243200
2018-05-14,271.5,278.76001,271.0,272.26001,272.26001,3283100
2018-05-15,266.410004,271.980011,265.609985,271.920013,271.920013,2301900
2018-05-16,272.73999,284.22000099999997,271.230011,284.070007,284.070007,3619800
2018-05-17,280.26001,283.950012,278.600006,279.679993,279.679993,3241300
2018-05-18,262.380005,264.670013,251.580002,253.00999500000003,253.00999500000003,16046300
2018-05-21,256.0,256.359985,237.830002,240.50999500000003,240.50999500000003,15249700
2018-05-22,243.99000499999997,247.05000299999998,239.600006,239.97000099999997,239.97000099999997,7133700
2018-05-23,238.770004,243.330002,236.61000099999998,240.38999900000002,240.38999900000002,5028800
2018-05-24,243.49000499999997,243.94999700000002,240.05000299999998,240.27999900000003,240.27999900000003,4782400
2018-05-25,240.479996,245.80000299999998,240.080002,243.80000299999998,243.80000299999998,5293400
